TAIR ID	UniProt Accession
AT4G31760	O81772
AT4G31770	A0A1P8B568
AT4G31770	Q94K01
AT4G31780	A0A1P8B6W3
AT4G31780	O81770
AT4G31790	O81769
AT4G31800	A0A1P8B913
AT4G31800	F4JSS8
AT4G31800	Q9C5T4
AT4G31805	Q6NQ99
AT4G31810	Q8RXN4
AT4G31820	A0A1P8B383
AT4G31820	Q8H1D3
AT4G31830	A0A178UXF4
AT4G31830	Q9SZ50
AT4G31840	Q9SZ51
AT4G31850	Q9SZ52
AT4G31860	C0Z2V3
AT4G31860	Q9SZ53
AT4G31870	A0A1P8B5T1
AT4G31870	Q9SZ54
AT4G31875	A0A178UW99
AT4G31875	Q93ZC6
AT4G31880	F4JTF2
AT4G31880	Q8GUP3
AT4G31880	Q8VZU8
AT4G31880	Q9SZ55
AT4G31890	A0A178V3C9
AT4G31890	Q9SZ56
AT4G31900	A0A1P8B487
AT4G31900	F4JTF6
AT4G31900	F4JTF7
AT4G31910	Q9SZ58
AT4G31920	O49397
AT4G31920	Q0WRZ4
AT4G31930	A0A178UXL6
AT4G31930	O49398
AT4G31930	Q9AST4
AT4G31940	Q9SZ46
AT4G31950	O49396
AT4G31960	O49395
AT4G31960	Q5Q0B2
AT4G31970	O49394
AT4G31980	O49393
AT4G31980	Q8VZ51
"AT2G25210,AT4G31985"	P51424
AT4G31990	B9DG21
AT4G31990	B9DGA8
AT4G31990	F4JTH0
AT4G31990	P46248
AT4G31990	Q56WQ1
AT4G32000	A0A178UUX7
AT4G32000	A0A178UWA3
AT4G32000	A0A1P8B5N6
AT4G32000	A0A1P8B5N8
AT4G32000	F4JTH1
AT4G32000	F4JTH2
AT4G32000	O49391
AT4G32010	Q5CCK4
AT4G32020	O49389
AT4G32030	O49388
AT4G32030	Q3E9S9
AT4G32040	A0A1P8B599
AT4G32040	P48002
AT4G32050	O49386
AT4G32050	Q5E911
AT4G32060	C0Z2M4
AT4G32060	Q9SZ45
AT4G32070	F4JTI1
AT4G32080	A0A1P8B6G5
AT4G32080	B3H7C9
AT4G32080	O49384
AT4G32090	O49383
AT4G32100	A0A178UUI3
AT4G32100	F4JTI5
AT4G32100	O49382
AT4G32105	A0A178V2S2
AT4G32105	Q8LCV8
AT4G32110	O49381
AT4G32110	Q6ID72
AT4G32120	Q94A05
AT4G32120	W8Q6I0
AT4G32130	Q8VY97
AT4G32140	O49378
AT4G32150	O49377
AT4G32150	Q0WWE7
AT4G32160	F4JTJ2
AT4G32170	A0A178V5E9
AT4G32170	O49373
AT4G32170	Q56ZS0
AT4G32175	Q500X1
AT4G32180	F4JTJ6
AT4G32180	Q8L5Y9
AT4G32190	O49371
AT4G32190	Q8H1E5
AT4G32190	Q9C5L5
AT4G32200	A0A1P8B8J9
AT4G32200	F4JTJ9
AT4G32210	P0DKI1
AT4G32208	B3H683
AT4G32230	O49367
AT4G32240	A0A178V1E6
AT4G32240	O49366
AT4G32240	Q8LBW4
AT4G32250	A0A178UTK4
AT4G32250	O49365
AT4G32250	Q8RWX4
AT4G32260	A0A178V017
AT4G32260	Q0WMW8
AT4G32260	Q42139
AT4G32270	Q8GYB5
AT4G32272	A0A178V0A9
AT4G32272	A8MRY9
AT4G32272	F4JU87
AT4G32280	A0A1P8B7Q2
AT4G32280	A0A1P8B7S3
AT4G32280	D3K0L2
AT4G32280	D3K0L3
AT4G32280	D3K0L5
AT4G32280	D3K0L6
AT4G32280	E1A7W0
AT4G32280	E1A7W2
AT4G32280	E1A7W4
AT4G32280	E1A7W5
AT4G32280	E1A7W6
AT4G32280	E1A7W8
AT4G32280	E1A7W9
AT4G32280	E1A7X0
AT4G32280	E1A7X2
AT4G32280	Q2VWA0
AT4G32280	Q93WC4
AT4G32285	Q8S9J8
AT4G32290	A0A178UUY1
AT4G32290	O49362
AT4G32295	A0A1P8B4G3
AT4G32295	A8MRG4
AT4G32295	Q84JY3
AT4G32300	Q8RWZ5
AT4G32320	Q8GY91
AT4G32330	Q94C48
AT4G32340	O49358
AT4G32340	Q94BN6
AT4G32342	A0A1P8B7K7
AT4G32342	B3H7L0
AT4G32350	A0A1P8B4K6
AT4G32350	O49357
AT4G32350	Q8RXT2
AT4G32360	A0A1P8B7D0
AT4G32360	A0A1P8B7D1
AT4G32360	A0A1P8B7D4
AT4G32360	A0A1P8B7D7
AT4G32360	A0A1P8B7D9
AT4G32360	A0A1P8B7E6
AT4G32360	A0A1P8B7G1
AT4G32360	Q8W3L1
AT4G32370	F4JUA3
AT4G32370	Q9SUV4
AT4G32375	F4JUA4
AT4G32380	A0A1P8B659
AT4G32380	F4JUA6
AT4G32380	Q9SUV3
AT4G32390	Q9SUV2
AT4G32400	Q9SUV1
AT4G32410	O48946
AT4G32410	W8PUJ0
AT4G32420	Q8RWY7
AT4G32430	A0A1P8B4N6
AT4G32430	Q84MA3
AT4G32440	A0A178UT15
AT4G32440	A0A178UV57
AT4G32440	C0Z2F6
AT4G32440	Q0WP65
AT4G32440	Q9SUU8
AT4G32450	Q9SUU7
AT4G32460	A0A178V5J0
AT4G32460	Q0WWU1
AT4G32460	Q8LAR0
AT4G32460	Q9SUU6
AT4G32470	F4JUC2
AT4G32470	Q9SUU5
AT4G32480	Q9SUU4
AT4G32490	Q84JV2
AT4G32490	Q9SUU3
AT4G32500	Q56ZK5
AT4G32500	Q9SCX5
AT4G32510	A0A1P8B3Q0
AT4G32510	Q9SUU1
AT4G32520	Q94JQ3
AT4G32530	B3H4N3
AT4G32530	Q9SZY7
AT4G32535	A0A1P8B3Y4
AT4G32540	A0A1P8B730
AT4G32540	Q9SZY8
AT4G32551	F4JUD2
AT4G32551	Q9FUY2
AT4G32560	A0A1P8B3F9
AT4G32560	C0Z2H2
AT4G32560	Q94CB2
AT4G32560	Q9SZZ0
AT4G32570	A0A1P8B440
AT4G32570	Q84MB2
AT4G32580	O65541
AT4G32590	A0A178V4G2
AT4G32590	A0A1P8B8W7
AT4G32590	F4JUD9
AT4G32590	F4JUE0
AT4G32590	F4JV23
AT4G32590	O65540
AT4G32590	Q94AK9
AT4G32600	A0A178US65
AT4G32600	O65539
AT4G32600	Q8VY23
AT4G32605	A0A178USV7
AT4G32610	A0A178V3T5
AT4G32610	O65538
AT4G32610	Q0WTS1
"AT4G32605,AT4G32610"	Q8L7K1
AT4G32620	F4JV27
AT4G32620	F4JV28
AT4G32620	O65537
AT4G32630	B3H5G3
AT4G32630	O65536
AT4G32630	Q5XV62
AT4G32640	Q9M081
AT4G32640	R4WCW1
AT4G32650	F4JV33
AT4G32650	F4JV35
AT4G32650	P92960
AT4G32660	A0A1P8B3H4
AT4G32660	F4JV37
AT4G32660	F4JV38
AT4G32660	P51568
AT4G32660	Q0WP41
AT4G32670	F4JV39
AT4G32670	O65534
AT4G32680	F4JV40
AT4G32680	O65533
AT4G32680	Q94K15
AT4G32690	Q67XG0
AT4G32700	Q588V7
AT4G32710	O65530
AT4G32714	P82644
AT4G32717	P82643
AT4G32720	Q93ZV7
AT4G32730	F4JV48
AT4G32730	Q9S7G7
AT4G32750	O65526
AT4G32750	Q8LA21
AT4G32760	A0A1P8B8V4
AT4G32760	F4JV51
AT4G32760	Q8L860
AT4G32770	Q0WW11
AT4G32770	Q94FY7
AT4G32780	A0A1P8B8L2
AT4G32780	A0A1P8B8L5
AT4G32780	F4JV54
AT4G32780	O65523
AT4G32790	A0A178V1V5
AT4G32790	O65522
AT4G32800	Q9M080
AT4G32810	A0A1P8B8T4
AT4G32810	Q8VY26
AT4G32820	A0A1P8B5K4
AT4G32820	F4JV59
AT4G32820	F4JV60
AT4G32820	Q9M078
AT4G32830	Q9M077
AT4G32840	Q9M076
AT4G32850	Q8VYW1
AT4G32860	A0A178V450
AT4G32860	Q6NNI9
AT4G32860	Q9M074
AT4G32870	A0A178UZX9
AT4G32870	Q9M073
AT4G32880	Q39123
AT4G32890	O82632
AT4G32900	A0A178UTW6
AT4G32900	A0A1P8B4F4
AT4G32900	F4JV77
AT4G32900	F4JV78
AT4G32900	O82633
AT4G32910	Q8RXH2
AT4G32915	F4JV80
AT4G32920	F4JV81
AT4G32920	O82635
AT4G32920	Q0WV03
AT4G32930	A0A178V1W5
AT4G32930	F4JVV4
AT4G32930	O82636
AT4G32930	Q8L948
AT4G32940	Q39119
AT4G32950	A0A1P8B784
AT4G32950	O82637
AT4G32960	O82638
AT4G32970	F4JVV9
AT4G32970	O82639
AT4G32980	P48731
AT4G32990	A0A1P8B6P4
AT4G32990	F4JVW1
AT4G32990	O82640
AT4G33000	A0A1P8B704
AT4G33000	A0A1P8B705
AT4G33000	B3H7L8
AT4G33000	Q7FRS8
AT4G33010	B3H5Y8
AT4G33010	Q94B78
AT4G33020	A0A1P8B6P2
AT4G33020	O82643
AT4G33030	A0A0B4UKR9
AT4G33030	A0A0B4UKS4
AT4G33030	A0A0B4ULI1
AT4G33030	A0A0B4ULI8
AT4G33030	A0A0B4ULQ2
AT4G33030	A0A0B4ULQ8
AT4G33030	A0A0B4ULR4
AT4G33030	A0A0B4ULS4
AT4G33030	A0A0B4ULS6
AT4G33030	A0A0B4UMN9
AT4G33030	A0A0B4UMP4
AT4G33030	A0A0B4UMQ0
AT4G33030	B9DI06
AT4G33030	O48917
AT4G33040	Q8L9S3
AT4G33050	A0A1P8B3J0
AT4G33050	A0A1P8B3J7
AT4G33050	B3H796
AT4G33050	F4JVX1
AT4G33050	O82645
AT4G33060	Q6Q152
AT4G33070	O82647
AT4G33080	A0A178UTY2
AT4G33080	B9DHS9
AT4G33080	F4JVX7
AT4G33080	Q8GUH5
AT4G33080	Q9SN01
AT4G33090	Q8VZH2
AT4G33100	A0A1D1YNU0
AT4G33100	Q9SMZ9
AT4G33110	Q8L788
AT4G33110	Q9SMZ8
AT4G33120	Q84TE2
AT4G33120	Q9SMZ7
AT4G33130	A0A178V4P2
AT4G33130	A0A1P8B3I2
AT4G33130	A8MS81
AT4G33130	F4JVY3
AT4G33130	F4JVY5
AT4G33130	Q94AU1
AT4G33130	Q9SMZ6
AT4G33140	Q570H3
AT4G33140	Q93ZF7
AT4G33140	Q9SMZ5
AT4G33145	A0A178UUH5
AT4G33145	Q1G3K5
AT4G33150	B9DHK5
AT4G33150	F4JVY8
AT4G33150	Q9SMZ4
AT4G33160	A0A1P8B768
AT4G33160	Q9SMZ3
AT4G33170	Q9SMZ2
AT4G33180	A0A178UY55
AT4G33180	A0A1P8B7F2
AT4G33180	B5X0N4
AT4G33180	Q9SMZ1
AT4G33200	A0A1P8B454
AT4G33200	F4JVZ4
AT4G33200	F4JVZ5
AT4G33200	Q0WPU1
AT4G33210	Q9SMY8
AT4G33220	A0A1P8B4B4
AT4G33220	Q9SMY7
AT4G33230	Q9SMY6
AT4G33240	A0A1P8B5L8
AT4G33240	A0A1P8B5M2
AT4G33240	F4JW00
AT4G33240	F4JW01
AT4G33240	Q0WUR5
AT4G33250	Q56YQ9
AT4G33250	Q9SZA3
AT4G33260	Q9S7I8
AT4G33270	Q9SZA4
AT4G33280	A0A1P8B393
AT4G33280	A0A1P8B3A7
AT4G33280	Q8RYD1
AT4G33290	Q9SZA6
AT4G33300	Q19EP9
AT4G33300	Q19EQ0
AT4G33300	Q19EQ4
AT4G33300	Q19EQ9
AT4G33300	Q19ER9
AT4G33300	Q19ES4
AT4G33300	Q19ET1
AT4G33300	Q19EW5
AT4G33300	Q9SZA7
AT4G33310	Q9SZA8
AT4G33320	Q9SZA9
AT4G33330	A0A1P8B3D1
AT4G33330	A0A1P8B3E0
AT4G33330	A0A1P8B3E3
AT4G33330	W8Q2X3
AT4G33350	Q9SZB2
AT4G33355	Q2V3C1
AT4G33360	B3H6K6
AT4G33360	F4JIW8
AT4G33360	Q94CD9
AT4G33360	Q9SZB3
AT4G33370	Q9SZB4
AT4G33380	A0A178V1U4
AT4G33380	F4JIX3
AT4G33380	Q8VZI6
AT4G33380	Q9SZB5
AT4G33390	Q9SZB6
AT4G33400	Q9SZB7
AT4G33410	Q93Z32
AT4G33420	A0A1P8B4A9
AT4G33420	Q67XK7
AT4G33420	Q9SZB9
AT4G33430	F4JIX9
AT4G33430	Q94F62
AT4G33440	A0A178V3I0
AT4G33440	Q84K13
AT4G33440	Q9SZC1
AT4G33450	A0A178UT14
AT4G33450	Q9SZC2
AT4G33460	Q8H1R4
AT4G33465	A0A1P8B4S7
AT4G33465	P82641
AT4G33467	Q1G3K4
AT4G33467	Q570U1
AT4G33470	Q941D6
AT4G33480	A0A178V760
AT4G33480	A2RVW1
AT4G33480	Q9SZC5
AT4G33490	A0A178UU81
AT4G33490	F4JIY9
AT4G33490	Q8LCW1
AT4G33490	Q9SZC6
AT4G33495	Q689D6
AT4G33500	C0Z2B8
AT4G33500	Q93V88
AT4G33510	B9DHW4
AT4G33510	F4JIZ3
AT4G33510	Q00218
AT4G33510	Q570U9
AT4G33520	A0A1P8B649
AT4G33520	F4JIZ4
AT4G33520	Q9SZC9
AT4G33530	A0A1P8B960
AT4G33530	Q8LPL8
AT4G33540	A0A1P8B5I6
AT4G33540	O81871
AT4G33540	Q8RWE1
AT4G33550	O81872
AT4G33550	Q6NLG8
AT4G33560	O81873
AT4G33565	F4JJ02
AT4G33580	Q94CE3
AT4G33585	F4JJ05
AT4G33590	A0A178US82
AT4G33590	O81876
AT4G33600	O81877
AT4G33600	Q8GXN3
AT4G33610	A0A178UV70
AT4G33610	O81878
AT4G33620	Q0WKV8
AT4G33625	A0A178UZT6
AT4G33625	A0A1P8B893
AT4G33625	B3H5F4
AT4G33625	Q8GXK1
AT4G33630	C0Z245
AT4G33630	Q93YW0
AT4G33640	A0A1P8B7K5
AT4G33640	Q8LBN7
AT4G33650	A0A178UUQ6
AT4G33650	F4JJ15
AT4G33650	Q8S944
AT4G33660	A0A178UYN0
AT4G33660	O81883
AT4G33660	Q8LG30
AT4G33666	Q94AJ7
AT4G33670	O81884
AT4G33680	Q93ZN9
AT4G33690	A0A178V2N9
AT4G33690	O81886
AT4G33690	Q6NPE9
AT4G33700	A0A1P8B3L6
AT4G33700	A0A1P8B3M0
AT4G33700	C0Z244
AT4G33700	Q8VZI2
AT4G33710	A0A178UZI0
AT4G33710	Q39187
AT4G33720	A0A178V0U9
AT4G33720	O81888
AT4G33730	A0A178UVX6
AT4G33730	O81889
AT4G33740	A0A178V0K3
AT4G33740	O81890
AT4G33740	Q67YL8
AT4G33760	A0A1P8B8N8
AT4G33760	F4JJT9
AT4G33770	A0A1P8B5H0
AT4G33770	A8MRH2
AT4G33770	O81893
AT4G33780	A0A178UZG4
AT4G33780	O81894
AT4G33780	Q8LCF7
AT4G33780	Q949Z4
AT4G33790	A0A1P8B726
AT4G33790	Q93ZB9
AT4G33800	O81896
AT4G33800	Q8L9K4
AT4G33810	A0A1P8B8F8
AT4G33810	F4JJU5
AT4G33810	O81897
AT4G33820	Q84WT5
AT4G33820	Q9M070
AT4G33830	F4JJU7
AT4G33830	O81751
AT4G33840	O81752
AT4G33840	Q6NQI6
AT4G33860	F4JJU9
AT4G33860	O81754
AT4G33865	Q67XK4
"AT3G43980,AT3G44010,AT4G33865"	Q680P8
AT4G33870	O81755
AT4G33880	Q84WK0
AT4G33885	A0A1P8B616
AT4G33890	O81757
AT4G33900	Q1PE27
AT4G33905	Q9FPH4
AT4G33910	Q8VZJ7
AT4G33920	A0A1P8B792
AT4G33920	A0A1P8B7A5
AT4G33920	O81760
AT4G33925	A0A178V4E1
AT4G33925	F4JJV9
AT4G33925	Q147J4
AT4G33930	O81761
AT4G33940	A0A1P8B8M3
AT4G33940	O81762
AT4G33940	Q501G9
"AT4G33940,AT4G33945"	Q8L5Z0
AT4G33950	B3H6F9
AT4G33950	Q940H6
AT4G33960	A0A178V3U8
AT4G33960	O81764
AT4G33970	O81765
AT4G33980	F4JJW8
AT4G33980	O81766
AT4G33980	Q8L983
AT4G33985	A0A178V6W5
AT4G33990	A0A1P8B8P9
AT4G33990	O81767
"AT4G33985,AT4G33990"	Q0WS40
AT4G34020	A0A1P8B6E1
AT4G34020	Q8VY09
AT4G34030	Q56ZH9
AT4G34030	Q9LDD8
AT4G34040	O49500
AT4G34050	A0A1P8B3H0
AT4G34050	O49499
AT4G34050	Q3E6Z1
AT4G34060	A0A1P8B6U7
AT4G34060	A0A1P8B6V0
AT4G34060	A0A1P8B6V3
AT4G34060	B3H5X5
AT4G34060	O49498
AT4G34070	B9DFQ5
AT4G34070	F4JJY3
AT4G34070	O49497
AT4G34090	A0A178V1V1
AT4G34090	F4JJY7
AT4G34090	O49495
AT4G34090	Q3E7I4
AT4G34080	F4JJY4
AT4G34080	O49496
AT4G34100	F4JKK0
AT4G34110	P42731
AT4G34110	Q56WH9
AT4G34120	Q9C5D0
AT4G34131	Q8W491
AT4G34131	W8Q6H7
AT4G34135	F4JKK6
AT4G34135	Q94C57
AT4G34135	W8QND5
AT4G34138	Q56ZD5
AT4G34138	Q8VZE9
AT4G34138	W8PUI6
AT4G34139	A0A1P8B4Y2
AT4G34140	A0A1P8B7W7
AT4G34140	A0A1P8B7X0
AT4G34140	A0A1P8B7X2
AT4G34140	A0A1P8B7X3
AT4G34140	A0A1P8B7X5
AT4G34140	A0A1P8B7Y7
AT4G34140	A0A1P8B7Z1
AT4G34140	F4JKK8
AT4G34140	F4JKK9
AT4G34140	F4JKL0
AT4G34140	O49491
AT4G34150	A0A178V2Z8
AT4G34150	O49490
AT4G34150	Q945K9
AT4G34160	P42753
"AT4G34090,AT4G34160"	Q94JY0
AT4G34170	O49488
AT4G34180	A0A178V1W8
AT4G34180	O49487
AT4G34180	Q93V74
AT4G34190	Q9M7I9
AT4G34200	O49485
AT4G34200	Q56WY7
AT4G34210	O49484
AT4G34215	Q8L9J9
AT4G34220	C0LGS1
AT4G34220	Q94C77
AT4G34230	A0A0B4UKR4
AT4G34230	A0A0B4ULH6
AT4G34230	A0A0B4ULP8
AT4G34230	A0A0B4ULR9
AT4G34230	A0A0B4ULS1
AT4G34230	A0A0B4UMN4
AT4G34230	F4JKM2
AT4G34230	O49482
AT4G34240	A0A1P8B7C0
AT4G34240	A0A1P8B7C2
AT4G34240	F4JKM4
AT4G34240	Q8W033
AT4G34250	Q9SYZ0
AT4G34260	Q8L7W8
AT4G34265	A0A178V417
AT4G34265	A0A178V5C0
AT4G34265	A0A1P8B754
AT4G34265	Q67Y22
AT4G34265	Q8LC44
AT4G34270	Q8VXY4
AT4G34280	A0A178V3C8
AT4G34280	Q8GYY7
AT4G34280	Q9SYZ3
AT4G34290	A0A178UX40
AT4G34290	Q9SYZ4
AT4G34300	Q9SYZ5
AT4G34310	A0A1P8B8L7
AT4G34310	A0A1P8B8L8
AT4G34310	A0A1P8B8M0
AT4G34310	A0A1P8B8M2
AT4G34310	A0A1P8B8M7
AT4G34310	A0A1P8B8N2
AT4G34310	A0A1P8B8P3
AT4G34310	F4JKN4
AT4G34310	F4JKN5
AT4G34310	Q9SYZ6
AT4G34320	Q9SYZ7
AT4G34330	Q9SYZ8
AT4G34340	A0A1P8B5T7
AT4G34340	Q9SYZ9
AT4G34345	A0A1P8B5T9
AT4G34350	Q94B35
AT4G34360	A0A178UV40
AT4G34360	Q6ID86
AT4G34360	Q9SZ01
AT4G34370	F4JKP2
AT4G34370	Q949V6
AT4G34380	A0A178UYD7
AT4G34380	Q9SZ03
AT4G34390	A0A1P8B6B8
AT4G34390	C6KIE6
AT4G34400	Q9SZ05
AT4G34410	Q9SZ06
AT4G34412	A0A178USC1
AT4G34412	Q6NMZ4
AT4G34419	A0A178UY70
AT4G34420	F4JKP9
"AT4G34419,AT4G34420"	Q67YQ7
AT4G34420	Q9SZ07
AT4G34430	Q8VY05
AT4G34440	Q8GX23
AT4G34450	B9DHT9
AT4G34450	Q0WW26
AT4G34460	A8MR96
AT4G34460	F4JLD1
AT4G34460	F4JLD2
AT4G34460	P49177
AT4G34470	O65674
AT4G34480	A0A1P8B4U8
AT4G34480	A0A1P8B4V2
AT4G34480	Q9M069
AT4G34490	A0A1P8B7W9
AT4G34490	O65902
AT4G34500	Q6NKZ9
AT4G34510	O65677
AT4G34520	Q38860
AT4G34530	Q8GY61
AT4G34540	O65679
AT4G34550	O65680
AT4G34555	Q8GYL5
AT4G34560	A0A178USS1
AT4G34560	O65681
AT4G34560	Q8L623
AT4G34570	A0A1P8B676
AT4G34570	A0A1P8B679
AT4G34570	A0A1P8B685
AT4G34570	Q05763
AT4G34580	F4JLE5
AT4G34590	O65683
AT4G34600	A0A1P8B901
AT4G34600	O65684
AT4G34610	O65685
AT4G34620	O65686
AT4G34630	O65687
AT4G34640	A0A1P8B8L3
AT4G34640	P53799
AT4G34650	A0A1P8B5E4
AT4G34650	O65688
AT4G34660	Q8VWF1
AT4G34670	C0Z2V4
AT4G34670	Q42262
AT4G34670	Q8H196
AT4G34680	B9DGI2
AT4G34680	Q8L4M6
AT4G34690	O65691
AT4G34700	Q945M1
AT4G34710	O23141
AT4G34710	Q8H165
AT4G34720	A0A1P8B7X4
AT4G34720	P0DH92
AT4G34730	A0A1D1Y6E2
AT4G34730	O65693
AT4G34740	Q9STG9
AT4G34750	A0A178UZ62
AT4G34750	O65694
AT4G34760	O65695
AT4G34770	A0A178V211
AT4G34770	Q9SW57
AT4G34780	Q9SW56
AT4G34790	A0A178V7U4
AT4G34790	Q9SW55
AT4G34800	Q9SW54
AT4G34810	F4JLH5
AT4G34810	Q9SW53
AT4G34830	A0A1D1YMV5
AT4G34830	A0A1D1ZJV0
AT4G34840	A0A1P8B8G4
AT4G34840	A0A1P8B8G8
AT4G34840	A0A1P8B8H6
AT4G34840	Q7XA67
AT4G34850	A0A1P8B585
AT4G34850	Q460T8
AT4G34850	Q460U2
AT4G34850	Q460V0
AT4G34850	Q460V1
AT4G34850	Q460V5
AT4G34850	Q460W0
AT4G34850	Q8LDM2
AT4G34860	Q9SW48
AT4G34870	Q42406
AT4G34880	A0A1P8B760
AT4G34880	Q9SW47
AT4G34881	Q0WQ74
AT4G34890	Q8GUQ8
AT4G34900	A0A1P8B6H0
AT4G34900	A0A1P8B6H2
AT4G34900	F4JLI5
AT4G34910	Q9SW44
AT4G34920	A0A178UYQ8
AT4G34920	Q9SW43
AT4G34930	Q9SW42
AT4G34940	Q9SW41
AT4G34950	B9DH66
AT4G34950	Q9SW40
AT4G34960	A0A1P8B5U2
AT4G34960	O49605
AT4G34970	O49606
AT4G34980	O49607
AT4G34990	O49608
AT4G35000	Q42564
AT4G35010	C0Z2K1
AT4G35010	Q9SCV1
AT4G35020	A0A1P8B372
AT4G35020	Q38912
AT4G35030	A0A1P8B693
AT4G35030	A0A1P8B696
AT4G35030	F4JM74
AT4G35030	F4JM75
AT4G35030	O49610
AT4G35030	Q84JM7
AT4G35025	B3H7G5
AT4G35040	Q8VY76
AT4G35050	O22469
AT4G35050	Q84WQ9
AT4G35060	O49613
AT4G35070	A0A178UTK0
AT4G35070	A8MQI2
AT4G35070	O49614
AT4G35070	Q66GR4
AT4G35080	A0A178UUX5
AT4G35080	B9DG13
AT4G35080	F4JM82
AT4G35080	F4JM84
AT4G35080	O65599
AT4G35080	Q94A99
AT4G35090	A0A1P8B564
AT4G35090	B9DFK6
AT4G35090	F4JM86
AT4G35090	P25819
AT4G35090	Q56ZF0
AT4G35100	C0SVL5
AT4G35100	P93004
AT4G35110	A0A178UYY5
AT4G35110	A8MQE1
AT4G35110	B3H7D4
AT4G35110	O49617
AT4G35120	O49618
AT4G35130	O49619
AT4G35140	A0A178UVC6
AT4G35140	A0A1P8B736
AT4G35140	Q8L862
AT4G35140	Q9T001
AT4G35150	Q9T002
AT4G35160	Q9T003
AT4G35165	A0A178V2S9
AT4G35165	Q5BPK0
AT4G35170	Q5BPJ9
AT4G35170	Q9T004
AT4G35180	A0A1P8B3H8
AT4G35180	Q84WE9
AT4G35190	A0A1P8B6D1
AT4G35190	Q8LBB7
AT4G35200	Q9T007
AT4G35210	Q9T008
AT4G35220	A0A178V1K5
AT4G35220	O65505
AT4G35220	Q94JT5
AT4G35230	Q944A7
AT4G35240	A0A1P8B479
AT4G35240	F4JMA6
AT4G35240	O65503
AT4G35250	A0A178UXV2
AT4G35250	O65502
AT4G35260	Q8LFC0
AT4G35270	Q7X9B9
AT4G35280	O65499
AT4G35290	A0A1P8B880
AT4G35290	Q93YT1
AT4G35295	F4JMB5
AT4G35300	C0Z2Y0
AT4G35300	F4JMZ7
AT4G35300	Q8LPQ8
AT4G35310	Q38871
AT4G35320	A0A178V2F2
AT4G35320	O65496
AT4G35320	Q9ASZ6
AT4G35335	F4JN00
AT4G35350	F4JN02
AT4G35350	O65493
AT4G35360	A0A1P8B493
AT4G35360	O65492
AT4G35360	Q8W4Q1
AT4G35370	F4JN04
AT4G35370	O65491
AT4G35375	A0A1P8B7E7
AT4G35380	A0A1P8B4J7
AT4G35380	F4JN05
AT4G35390	Q6DBQ1
AT4G35410	A0A178V4B8
AT4G35410	F4JN08
AT4G35410	O23685
AT4G35420	Q500U8
AT4G35440	F4JN11
AT4G35440	Q8GX93
AT4G35430	Q3E9Q9
AT4G35450	B9DFM6
AT4G35450	F4JN13
AT4G35450	F4JN17
AT4G35450	Q9SAR5
AT4G35460	Q39243
AT4G35470	A0A1P8B8I3
AT4G35470	Q9SVW8
AT4G35480	Q9ZT49
AT4G35485	A0A1P8B5Y8
AT4G35490	A0A178V1G5
AT4G35490	Q9SVW7
AT4G35500	A0A178UU97
AT4G35500	F4JN22
AT4G35500	O81783
AT4G35510	O81784
AT4G35510	Q94B80
AT4G35519	B3H770
AT4G35520	A0A1P8B406
AT4G35520	A0A1P8B429
AT4G35520	A0A1P8B434
AT4G35520	A0A1P8B439
AT4G35520	A0A1P8B445
AT4G35520	A0A1P8B459
AT4G35520	A0A1P8B465
AT4G35520	F4JN26
AT4G35530	O81786
AT4G35530	Q8VY53
AT4G35540	O81787
AT4G35550	O81788
AT4G35560	F4JN30
AT4G35560	O81789
AT4G35560	Q0WQ40
AT4G35560	Q56ZR7
AT4G35570	O49597
AT4G35580	F4JN33
AT4G35580	F4JN35
AT4G35590	A0A1P8B478
AT4G35590	O81791
AT4G35600	F4JN38
AT4G35600	P27450
AT4G35610	O81793
AT4G35620	A0A1P8B7U0
AT4G35620	Q39070
AT4G35630	B9DHW8
AT4G35630	Q96255
AT4G35640	Q8W2B8
AT4G35650	O81796
AT4G35655	A0A178UU05
AT4G35655	A8MS72
AT4G35660	A0A178V583
AT4G35660	O81797
AT4G35670	A0A178UV87
AT4G35670	A0A1P8B557
AT4G35670	F4JN47
AT4G35670	O81798
AT4G35680	F4JN48
AT4G35680	O81799
AT4G35680	Q0WR79
AT4G35685	A0A1P8B756
AT4G35690	A0A178UYD3
AT4G35690	O81800
AT4G35700	O81801
AT4G35710	O81802
AT4G35720	A0A178V5W7
AT4G35720	O81803
AT4G35720	Q67YK0
AT4G35725	Q8L9S9
AT4G35730	F4JNS8
AT4G35730	O81804
AT4G35733	A0A1D1YUP5
AT4G35733	B3H6C3
AT4G35740	Q9FT72
AT4G35750	A0A178UUL0
AT4G35750	C0Z3G1
AT4G35750	O81806
AT4G35760	A0A1P8B950
AT4G35760	Q8L540
AT4G35770	A0A1P8B5Y0
AT4G35770	A0A1P8B5Y3
AT4G35770	A8MRI9
AT4G35770	C0Z358
AT4G35770	C0Z378
AT4G35770	Q38853
AT4G35780	Q8RWL6
AT4G35783	A0A178V547
AT4G35783	Q6IM84
AT4G35785	F4JNT9
AT4G35785	F4JNU1
AT4G35785	F4JNU2
AT4G35785	F4JNU3
AT4G35785	Q494N5
AT4G35790	F4JNU6
AT4G35790	Q9C5Y0
AT4G35800	P18616
AT4G35810	F4JNU8
AT4G35820	Q1PE19
AT4G35820	Q9SZT0
AT4G35830	B3H5Y0
AT4G35830	Q42560
